text,id
role extern debt foreign direct investmentgrowth relationship sailesh tanna glauco de vita sailesh tanna 12 oct 2018,305
role foreign direct invest less develop countri sailesh tanna 1 jan 2018,306
role seaport region employ evid south korea jin suk park jin suk park 2018,307
time prefer invest environ impact intrins motiv  1 sep 2018,308
two centuri farmland price england s  huston 2018,309
twostag deatrunc regress applic bank effici financi develop  15 apr 2018,310
uk consum perceiv risk buy product emerg economi moder mediat model wei song may 2018,311
whether shariah complianc effici matter financi perform case islami bank bangladesh limit hafij ullah 4 mar 2018,312
individu failur behaviour public sector econom  feb 2018,313
account transnat corpor develop world case enforc intern mechan  28 feb 2017,314
account analys momentum contrarian strategi emerg market sailesh tanna sailesh tanna 30 jan 2017,315
account environ account nigerian cement industri abdurafiu noah 27 jan 2017,316
account standard complex audit fee financi analyst forecast australia muhammad shahin miah 24 nov 2017,317
distanc learn univers econom impact countri peripheri case hellen open univers dimitrios serenis dimitris serenis 2017,318
aggreg disaggreg financi repress financi liber index databas china  2017,319
literatur survey propos african monetari union  jul 2017,320
extra 7 year im debt free effect poverti premium debt advic servic user nikhil sapre 2017,321
serial acquir good target acquisit account perspect saliesh tanna sailesh tanna 4 jan 2017,322
summari survey propos african monetari union  jun 2017,323
level financi develop inform share matter  2 jun 2017,324
audit firm tenur regul financi report qualiti evid uk  2017,325
belief portfolio constraint specul asset price  2017,326
bimbas deconstruct tool toward essenti function  jun 2017,327
buy friend import econom flow assembl iraq war coalit piotr lis mehtap hisarciklilar piotr lis 20 dec 2017,328
go beyond agenc concept rethink agenc theori develop countri  9 may 2017,329
central bank optim polici tool evid bank england  nov 2017,330
compar evid valu relev ifrsbas account inform germani uk  2017,331
conclus simon huston 14 sep 2017,332
construct firm competit simon huston 14 sep 2017,333
corpor govern bidder return evid china domest merger acquisit christopher muganhu 2017,334
cultur clash nation vs intern publish rami ayoubi 25 aug 2017,335
differ opinion sovereign credit signal european crisi  2017,336
discharg environment account emerg economi case nigerian cement industri abdurafiu noah 8 sep 2017,337
diversifi away risk war crossbord polit crisi  may 2017,338
csr improv financi transpar evid china  2017,339
earn manag uk merger acquisit  2017,340
econom analysi ransomwar  20 mar 2017,341
effect time tourism polici case singapor dimitrios serenis jan 2017,342
effici forc contribut threshold public good game  nov 2017,343
essenti person financ practic guid student lien luu 10 mar 2017,344
estim volatil persist brexitvot structur break  nov 2017,345
explor extern auditor percept motiv behind manag fraud egypt mix research method approach  12 dec 2017,346
fight capit flight africa evid bundl unbundl govern  sep 2017,347
financi innov bank system hous market eliana lauretta 2017,348
financ hivaid respons africa impact evid uganda judith kabajulizi judith kabajulizi 4 oct 2017,349
foreign aid inclus develop updat evid africa 20052012  mar 2017,350
fuel export aid terror  2017,351
global diffus angloamerican govern evalu respons across three emerg economi  9 may 2017,352
global inclus human develop africa  27 jun 2017,353
hedg specul pressur transit spotfutur relationship energi metal market jin suk park jin suk park 1 nov 2017,354
long uk properti cycl s h  huston 3 jul 2017,355
impact nonaudit servic regul financi report qualiti latest evid uk  2017,356
intraday herd crossbord exchang panos andrikopoulos panagiotis andrikopoulos oct 2017,357
investor sentiment toward corpor announc  17 feb 2017,358
islam financ ethic percept western consum samir alamad 13 mar 2017,359
threat foreign aid withdraw effect deterr polit oppress evid 53 african countri  8 mar 2017,360
learn econom student selfevalu skill improv  jan 2017,361
manag conflict interest profession account firm  4 oct 2017,362
megaproject screen manag king cross olymp park nine elm simon huston 14 sep 2017,363
glitter gold ict inclus human develop subsaharan africa  2017,364
ownership structur choic seo issu method uk panos andrikopoulos panagiotis andrikopoulos 2017,365
qualiti growth empir compar gap benchmark polici syndrom  2017,366
reconsid currenc union asia wei song 2017,367
risk return profil islam equiti commod portfolio differ market condit sarkar kabir sarkar kabir 2017,368
short longrun determin tourist flow case south korea dimitris  jim serenis 2017,369
smart urban plan simon huston 14 sep 2017,370
smart urban regener vision institut mechan real estat simon huston 14 sep 2017,371
special issu review behavior financ guest editor introduct panos andrikopoulos 5 jun 2017,372
stock liquid sme likelihood bankruptci evid us market mohamad nazri abd karim dec 2017,373
strateg market game ricardo  19 nov 2017,374
sukuk bond empir analysi characterist match sarkar kabir 2017,375
suppli demand side mobil payment compar analysi success mobil payment adopt develop develop countri piotr lis 2017,376
tenur spend within uk household end recent recess  sep 2017,377
effect foreign ownership chines firm earn manag accrualbas real activitybas  2017,378
impact civil war foreign direct invest flow develop countri syed mansoob murshed sailesh tanna mansoob murshed 2017,379
impact terror govern african countri  nov 2017,380
perform consequ board structur chang evid ghana andrews owusu mark holmes andrews owusu 19 dec 2017,381
stabil money demand longrun itali 18612011  may 2017,382
structur uk outbound fdi environment regul abay mulatu abay mulatu sep 2017,383
synergi financi sector develop inform share financi access proposit empir evid  apr 2017,384
welfar implic public healthcar financ macromicro simul analysi uganda judith kabajulizi judith kabajulizi dec 2017,385
welfar implic public healthcar financ macromicro simul analysi uganda judith kabajulizi judith kabajulizi 30 jun 2017,386
understand islam financi report standardis project institut logic perspect ahmad abras 2017,387
urban conundrum simon huston 14 sep 2017,388
valuat system case dubai simon huston 14 sep 2017,389
drive differ opinion sovereign rate role inform disclosur polit risk  jul 2017,390
net effect financi liber bank product decomposit analysi bank total factor product growth sailesh tanna yun luo glauco de vita yun luo sailesh tanna jul 2017,391
brief futur time monopoli scientif knowledg  dec 2016,392
examin fraud triangl model implic extern auditor audit regul  4 may 2016,393
basic mathemat economist piotr lis 22 mar 2016,394
cash flow analysi case studi  30 dec 2016,395
combat environment irrespons tnc africa empir analysi  2016,396
condit linkag iron ore export foreign aid terror  dec 2016,397
connect vehicl perform conveni safeti vers secur  1 sep 2016,398
connect vehicl perform conveni safeti versu secur  1 sep 2016,399
detect briberi guid extern auditor  apr 2016,400
econom polit implic intern financi report standard sailesh tanna tanna  s  mar 2016,401
entri strategi use south african mne fdi turbul time  2016,402
equilibrium interact borrow shortsal constraint asset price  2016,403
equilibrium interact borrow shortsal constraint asset price  2016,404
extern auditor corpor corrupt implic audit regul current issu audit journal  jun 2016,405
financi contagion us african frontier market 20072009 global financi crisi jaliyyah ahmadu bello 2016,406
financi innov bank system hous market concept financi innov enough explain bank regulatori arbitrag eliana lauretta 2016,407
financi open risk bank effici crosscountri evid yun luo sailesh tanna glauco de vita yun luo sailesh tanna jun 2016,408
handbook frontier market evid asia intern compar studi panagiotis andrikopoulos 12 aug 2016,409
handbook frontier market african european asian evid panagiotis andrikopoulos 2016,410
ict generalpurpos technolog product ict unit state revisit hailin liao sep 2016,411
ifr adopt eu challeng nomenclatur evid uk franc germani sailesh tanna tanna  s   ed   mar 2016,412
inform asymmetri financi develop dynam africa  22 dec 2016,413
intern standard audit intern financi servic centr matter  2016,414
islam financi report standardis project institut logic perspect malaysian case ahmad abras 2016,415
mission drift microfin new empir evid uganda francis darko mar 2016,416
law polit qualiti govern africa  12 oct 2016,417
miss discours global suppli chain manag notion exploit role state  2016,418
mobil phone penetr mobil bank inclus develop africa  jan 2016,419
mobil phone diffus knowledg persist inclus human develop subsaharan africa  21 jun 2016,420
real effect financi pressur evid euro area firmlevel employ recent financi crisi  2016,421
revolut empir predict arab spring  sep 2016,422
risk manag islam bank kenneth baldwin 2016,423
signal lifecycl theori bank sector gcc frontier market empir assess sailesh tanna 24 aug 2016,424
structur break effici volatil empir investig southeast asian frontier market p  andrikopoulos m  newaz panagiotis andrikopoulos 2016,425
student perform eeduc far learn style differ influenc student grade  2016,426
compar inclus human develop globalis africa  dec 2016,427
cost multipl larg sharehold jun wang jun wang 1 sep 2016,428
estim minimum effici scale port industri jin suk park jin suk park jul 2016,429
governanceperform relationship evid ghana andrews owusu andrews owusu 12 sep 2016,430
impact seaport region economi south korea panel evid augment solow model jin suk park jin suk park jan 2016,431
market reaction secondari list evid select compani list johannesburg stock exchang  dec 2016,432
mobil phone diffus knowledg institut qualiti subsaharan africa  oct 2016,433
philosophi research financi inclus nikhil sapre 28 mar 2016,434
portfolio diversif benefit frontier market investig region effect panos andrikopoulos panagiotis andrikopoulos 2016,435
role govern mobil phone inclus human develop subsaharan africa  sep 2016,436
twitter us stock market influenc microblogg share price piotr lis 2016,437
uk consum perceiv risk buy product emerg economi moder mediat model wei song 2016,438
valueenhanc learn industrywid diversif experi thang nguyen thang nguyen 3 apr 2016,439
welfar spend qualiti growth develop countri note evid hope contend best perform  dec 2016,440
drive corpor govern qualiti emerg african economi evid ghana andrews owusu andrews owusu 2016,441
drive corpor govern qualiti emerg african economi evid ghana confer paper andrews owusu andrews owusu 2016,442
account corpor environment respons emerg economi case studi nigeria abdurafiu noah 23 mar 2015,443
financel econom system abm experiment polici propos eliana lauretta 2015,444
arima model lithuanian hous price index s  huston 2 mar 2015,445
board leadership structur chines public list compani mei yu jul 2015,446
bohemian urban regener structur literatur review compt rendu simon huston 1 aug 2015,447
capitalis reflect practic project apprais simon huston 2015,448
challeng face taka initi uk salaam insur experi  2015,449
competit determin bank profit subsaharan africa isaiah oino 25 jun 2015,450
compound interestreturn lien luu 30 apr 2015,451
corpor govern china uncertainti rule mark holmes 13 jul 2015,452
corpor social respons report practic bank compani bangladesh impact regulatori chang hafij ullah 10 apr 2015,453
complianc matter surveil nigerian bank critic examin central bank nigeria code corpor govern mas ud usman ibrahim masud ibrahim 2015,454
regulatori environ affect earn manag transit economi empir examin financi report qualiti crosslist firm china hong kong  2015,455
effect exchang rate volatil tourist flow iceland dimitris serenis dimitris serenis 9 oct 2015,456
fatal sensit coalit countri studi british polish australian public opinion iraq war piotr lis 31 jan 2015,457
financegrowth virtuou disvirtu cycl vdc theori empir evid eliana lauretta 2015,458
financi decis market perform analysi china domest merger acquisit christopher muganhu 2015,459
fluctuat exchang rate aggreg export ukrain dimitris serenis 2015,460
forecast jordanian stock index model asymmetr volatil distribut effect within garch framework  2015,461
foreign aid govern africa  2015,462
impact corpor govern firm risk  2015,463
industri concentr crosssect stock return evid uk  sep 2015,464
introduct account doubleentri bookkeep system case studi  1 dec 2015,465
market reaction posit annual report narr  11 dec 2015,466
microfin poverti reduct case studi select institut greater accra region ghana francis darko 2015,467
monetari debtconcern fiscal polici interact monetari union  oct 2015,468
mortgag lien luu apr 2015,469
organiz custom orient employe custom orient employe job perform moder role open experi wei song wei song 2015,470
paraconsist game limit ration selfinterest panos andrikopoulos panagiotis andrikopoulos 4 jan 2015,471
personalis power neoliber product corrupt mohamad nazri mohamad 1 sep 2015,472
real estat lien luu apr 2015,473
reestablish stabil avoid credit crunch compar differ bad bank scheme  aug 2015,474
reexamin financi deepeninggrowth nexu timeseri evid nigerian economi 1961 2013 ejike udeogu 2015,475
retir lien luu apr 2015,476
smart sustain urban regener institut qualiti financi innov simon huston nov 2015,477
stock market return content annual report narr  2015,478
tell straight mark carney split opinion  18 dec 2015,479
test weakform effici stock market compar studi emerg industrialis economi  2015,480
consequ refund threshold public good game  sep 2015,481
corpor social respons account firm comparison studi china south africa  2015,482
credit signal matter sovereign bond spread split rate  may 2015,483
durat analysi structur break stabil destabil jin suk park jin suk park 2015,484
economi wide impact hivaid fund dilemma africa evid dynam life cycl horizon uganda judith kabajulizi sep 2015,485
effect exchang rate volatil sector export evid sweden uk germani dimitria serenis dimitris serenis 2015,486
effect exchang rate volatil tourist flow evid uk sweden dimitris serenis 2015,487
impact profit capit structur speed adjust empir examin select firm nigerian stock exchang isaiah oino 30 sep 2015,488
increment effect educ corrupt evid synergi lifelong learn  2015,489
late 1970 1980 econom problem unit state lien luu apr 2015,490
manag refinanc risk islam bank kenneth baldwin ken baldwin 17 aug 2015,491
time vari correl islam equiti commod return implic portfolio diversif sarkar kabir sarkar kabir 2015,492
account corpor environment cer emerg economi case studi nigeria abdurafiu noah 14 apr 2014,493
model eurosystem oper framework euro overnight interbank market  1 jun 2014,494
islam equiti indic effici convent counterpart evid major global index famili sarkar kabir sarkar kabir 30 jun 2014,495
bank capit regul loan contract corpor invest  1 may 2014,496
busi case corpor social respons emerg economi exploratori empir studi south african busi context  2014,497
fdi panacea unemploy turkish case mehtap hisarciklilar 6 mar 2014,498
corpor govern brazilian specif  2014,499
detect asset misappropri framework extern auditor  2014,500
disagr rate agenc bond opac theoret perspect  1 apr 2014,501
exchang rate variat effect african trade flow dimitrios serenis 6 nov 2014,502
mood explain monday effect  sep 2014,503
effect chang weather pattern trade major food crop  2014,504
employe product employ growth crossbord acquisit emerg market firm  31 jul 2014,505
environment regul locat industri agricultur product europ abay mulatu abay mulatu 1 aug 2014,506
exchang rate volatil aggreg export evid two small countri dimitris serenis dimitris serenis 2014,507
exchang rate volatil tourist flow turkey dimitris serenis dimitris serenis 1 dec 2014,508
expansionari fiscal consolid theoret underpin implic eurozon  2 jun 2014,509
financ growth modern interpret thought schumpet eliana lauretta 2014,510
heterogen belief drive crosssect stock return volatil correl turnov volatil  2014,511
identifi caus failur salaam halal insur  2014,512
interest rate target market sustain microfin  2014,513
investor induc contagion bank european sovereign debt crisi 20072012 wealth effect portfolio rebalanc daniel santamaria daniel santamaria dec 2014,514
domest stock price cointegr exchang rate foreign stock price evid malaysia sarkar kabir sarkar kabir 2014,515
islam equiti indic insight comparison convent counterpart sarkar kabir sarkar kabir 5 may 2014,516
merger acquisit cash payment evid china christopher muganhu 2014,517
percept among south african profession account student self job attract academ reput  2014,518
polit uncertainti stock market volatil middl east north african mena countri jun wang jun wang 5 jan 2014,519
residenti electr price china  2014,520
shariah complianc islam bank empir studi select islam bank bangladesh hafij ullah 15 mar 2014,521
social interact yu wang 2014,522
stock liquid capit alloc effici evid chines list compani  2014,523
stock price volum effect associ chang composit ftse bursa malaysian klci mohamad nazri abd karim 11 feb 2014,524
determin capit structur comparison financi nonfinanci firm regul develop countrynigeria isaiah oino 26 aug 2014,525
impact foreign bank entri domest bank develop countri kenyan perspect isaiah oino 20 jun 2014,526
impact hellen open univeristi region develop dimitris serenis 2014,527
macroeconom environment determin privat equiti emerg asia market applic extrem bound analysi isaiah oino 30 sep 2014,528
rate profit financialis econom growth theoret empir investig nigerian economi ejike udeogu 2014,529
virtuou bad cycl financegrowth relationship eliana lauretta 2014,530
idea british humour 39 chines student account incomprehens humour british academ lectur yu wang 2014,531
account corpor environment respons emerg economi studi nigeria abdurafiu noah 9 apr 2013,532
analysi respons corpor unbundl announc johannesburg secur exchang  2013,533
prospect make differ manag ethic freedom corpor social respons utilizationsa conceptu model  2013,534
arm conflict terror alloc foreign aid piotr lis 2013,535
compani director underestim adopt corpor govern provis survey approach andrews owusu 30 nov 2013,536
dono mercati e innovazion la virtù di una sana crescita economica eliana lauretta 2013,537
ensur sustain corpor govern financi report essenti tool improv user confid abdurafiu noah 1 jan 2013,538
evalu public confid polic servic new decis support tool  2013,539
financ growth understand switch virtuou bad cycl financegrowth relationship eliana lauretta 2013,540
intern portfolio diversif 2007 financi crisi  2013,541
mimet isomorph decoupl legitimaci theori explan matric pass rate  2013,542
model longrun money demand panel data analysi nine develop economi  2013,543
prison dilemma rd input spillov incent rd cooper  nov 2013,544
polici propos financ growth relationship understand switch virtuou bad cycl eliana lauretta 2013,545
present intern workshop econom scienc heterogen interact agent wehia eliana lauretta 23 jun 2013,546
protect di inform bill  2013,547
state ownership firm perform empir evid chines list compani mei yu 2013,548
effect strike south african gold mine industri sharehold valu  19 jul 2013,549
good bad ugli attend account lectur affect academ perform  2013,550
türkiyed sanayileşmenin bir bileşeni olarak doğrudan yabancı yatırım dış ticaret ilişkisi mehtap hisarciklilar 2013,551
valu constraint knowledg learn research product exploratori studi univers academ  2013,552
video record lectur enhanc student learn experi  2013,553
disclosur matrix measur qualiti corpor onlin report ahmed saleh 2012,554
derisk transportori develop regener s  huston 1 mar 2012,555
earn manag financi report fraud extern auditor spot differ  2012,556
effect percept actual expect corpor social perform propens purchas interrog busi case strategi  2012,557
financi report fraud extern auditor standard setter enough  2012,558
il sistema democratico e politico come è e come dovrebb esser eliana lauretta 2012,559
innov determin servic excel bank harjit sekhon sailesh tanna aug 2012,560
park busi opportun develop strategi mehdi hosseini 9 mar 2012,561
student aspir factor univers reput entri standard uk univers rami ayoubi 1 oct 2012,562
effect film experienti learn investig univers account student understand key audit control concept  2012,563
new fraud triangl model  2012,564
student learn classroom experi much unless write report  2012,565
auditor independ reform nonaudit servic evid uk  15 sep 2011,566
corrupt inflat growth  dec 2011,567
diseas eldorado simon huston 6 jan 2011,568
beni culturali e la creatività artistica come attrattori turistici il caso zeffirelli per larena di verona eliana lauretta 1 jan 2011,569
impact select histor event incomebas distribut terror rise fundamentalist terror iraq war piotr lis 12 sep 2011,570
limpatto dell produzioni cinematografich sul turismo il caso del commissario montalbano per la provincia di ragusa eliana lauretta nov 2011,571
market higher educ institut determin custom satisfact syrian busi school determin custom satisfact syrian busi school rami ayoubi 12 apr 2011,572
microfin bank econom empower small medium scale enterpreneur kwara state nigeria abdurafiu noah dec 2011,573
option theori time diversif index fund  2011,574
south african manageri percept net benefit foreign stock list  2011,575
student aspir factor univers reput main intern capabl affect entri standard uk univers  12 apr 2011,576
case use movi teach larg audit class  2011,577
effect variat implement stepwis manageri strateg crisi model corpor reput capit postcrisi share price valu qualit quantit analysi specif south african compani  2011,578
south african studi compar effect computerbas learn materi facetofac teach  2010,579
corpor social respons csr market motiv empir test syrian privat sector  7 oct 2010,580
debtgrowth channel empir evalu develop countri  2010,581
elementi di statistica descrittiva  9 jul 2010,582
formal versu inform labor market segment turkey cours market liber mehtap hisarciklilar 2010,583
incomebas distribut terror piotr lis 2010,584
islam bank work  2010,585
rd spillov monopoli versu noncoop cooper duopoli  16 dec 2010,586
evolut residenti properti price premia metropoli reconstitut contamin simon huston 2010,587
role develop bank promot industri turkey mehtap hisarciklilar 2010,588
evalu financi fraud control nierian univers case studi univers iloin abdurafiu noah 1 dec 2009,589
asymmetr respons explain corpor social disclosur multin firm environment sensit industri  4 apr 2009,590
compens consult execut pay evid unit state unit kingdom graham sadler feb 2009,591
corpor social report practic evid list compani bangladesh  2009,592
corpor social respons disclosur world oil industri  4 jun 2009,593
cost effici analysi bank industri ten asian countri region hailin liao liao  h  2009,594
cultur shock shock cultur explor main obstacl encount syrian newli return academ staff abroad rami ayoubi 31 may 2009,595
impact four major macroeconom variabl stock market indic malaysia china us mehdi hosseini 2009,596
islam bank studi custom satisfact prefer nonislam countri  2 nov 2009,597
nation attempt confront globalis higher educ case syrian nation standard medic test  16 nov 2009,598
risk manag strategi maintain corpor reput  2009,599
role islam mortgag uk  2 nov 2009,600
stay silent polit connected silenc corpor govern disclosur  31 may 2009,601
threshold effect debtgrowth relationship  2009,602
türkiyeden çıkan doğrudan yatırımları belirleyen etmenl 19922005 mehtap hisarciklilar 1 jul 2009,603
corpor social report practic evid list compani develop economi  2008,604
measur qualiti higher educ perform indic approach extend identifi qualiti student union provis  apr 2008,605
investig applic econom threshold concept use winecon via vle busi student  7 sep 2007,606
investig main intern capabl affect entri standard uk univers quantit analysi rami ayoubi 14 mar 2007,607
investig measur qualiti student union quantit analysi eleven student union  2007,608
determin acquisit eu commerci bank industri empir investig bank financi characterist market condit sailesh tanna 2007,609
govern role fight terror piotr lis 2007,610
market effici within german stock market compar studi rel effici dax mdax sdax ase indic  2007,611
measur valu ad higher educ propos methodolog develop perform indic base econom valu ad graduat  mar 2007,612
organiz effici cost control servic industri case kwara state transport corpor ilorin abdurafiu noah 2007,613
polit social econom determin corpor social disclosur multin firm environment sensit industri  16 apr 2007,614
product growth indian manufactur sector panel estim stochast product frontier technic ineffici hailin liao 2007,615
regul supervis bank cost profit effici around world stochast frontier approach sailesh tanna 2007,616
identif acquisit target eu bank industri applic multicriteria approach sailesh tanna 2007,617
explor tangibl benefit elearn invest yield interest  2007,618
educ attain household characterist turkey mehtap hisarciklilar 2006,619
foreign direct invest growth mediterranean countri mehtap hisarciklilar 2006,620
global oil price shock sri lanka  7 jul 2006,621
applic quantit techniqu predict bank acquisit target sailesh tanna 2005,622
theori practic new approach real estat risk part ii kenneth baldwin 2005,623
human capit trade fdi econom growth thailand caus sailesh tanna 2005,624
measur valu ad higher educ recent experi secondari educ unit kingdom suggest way forward  2005,625
corpor board incent empir evid uk 1935 graham v  sadler 1 jan 2003,626
account total factor product growth thai economi sailesh tanna 2002,627
measur determin qualiti uk higher educ multinomi logit approach  2001,628
assess effici differ thai public privat firm sailesh tanna 2000,629
human resourc dotcom new economi sailesh tanna 2000,630
govern financi strategi uk higher educ relationship qualiti quantiti effici  1999,631
informatis european union comparison usa japan sailesh tanna 1999,632
evalu clinic intervent effect effici equiti  1998,633
market orient uk higher educ sector influenc educ reform process 19791993  jul 1998,634
develop comprehens crosscountri econom growth databas sailesh tanna 1997,635
measur valu ad higher educ propos  aug 1995,636
model optim plant size market equilibria differ market structur spreadsheet  1992,637
